,,,±ê×¼,ME,,
10/08/2018,385,10:15,62.594803,62.5981817067565,-0.00337870675649299,
10/08/2018,386,10:20,63.457973,63.4610824728242,-0.0031094728241996,
10/08/2018,387,10:29,65.267059,65.2703175067417,-0.00325850674165906,
10/08/2018,388,10:32,65.731705,65.7353791198594,-0.00367411985936883,
10/08/2018,389,11:16,74.191872,74.19714292053,-0.00527092052999478,
10/08/2018,390,11:22,75.259697,75.2649322005299,-0.00523520052986726,
10/08/2018,391,11:25,75.838249,75.8433079044526,-0.00505890445261059,
10/08/2018,392,23:57,78.334564,78.3327644826245,0.00179951737551676,
11/08/2018,393,01:45,57.689137,57.683351383534,0.00578561646604214,
11/08/2018,394,01:59,55.040501,55.0346480537755,0.0058529462245076,
11/08/2018,395,02:05,53.921932,53.9159261783533,0.00600582164674535,
11/08/2018,396,02:16,51.855827,51.8494850859265,0.00634191407350215,
11/08/2018,397,02:18,51.496574,51.4896307901614,0.00694320983856755,
11/08/2018,398,02:33,48.783245,48.776183336239,0.00706166376102146,
11/08/2018,399,02:37,47.981205,47.9737438165647,0.00746118343528934,
11/08/2018,400,02:48,46.051762,46.0442584831983,0.00750351680166261,
11/08/2018,401,02:56,44.623901,44.6166431085528,0.00725789144721034,
11/08/2018,402,03:03,43.382179,43.3738537572366,0.00832524276343349,
11/08/2018,403,03:07,42.612999,42.605134782133,0.00786421786700231,
11/08/2018,404,03:18,40.778824,40.7705399991493,0.00828400085070768,
11/08/2018,405,03:22,40.033878,40.025495796983,0.00838220301702108,
11/08/2018,406,03:33,38.264168,38.2550750355828,0.00909296441724194,
11/08/2018,407,03:37,37.545692,37.5369024221952,0.00878957780475531,
11/08/2018,408,03:48,35.853168,35.8439711785369,0.00919682146311374,
11/08/2018,409,03:56,34.570827,34.5619190220885,0.00890797791146269,
11/08/2018,410,04:03,33.588314,33.5793960122927,0.00891798770724961,
11/08/2018,411,04:07,32.955593,32.946306096822,0.00928690317798697,
11/08/2018,412,04:18,31.485332,31.4757097989619,0.00962220103811973,
11/08/2018,413,04:22,30.90881,30.8988434167593,0.00996658324071475,
11/08/2018,414,04:41,28.632713,28.6232470880598,0.00946591194015767,
11/08/2018,415,04:48,27.945305,27.9360168112577,0.00928818874230686,
11/08/2018,416,04:56,27.156246,27.1464047419709,0.00984125802913738,
11/08/2018,417,05:03,26.603222,26.5935944336807,0.00962756631924933,
11/08/2018,418,05:07,26.274319,26.2644641894093,0.00985481059073123,
11/08/2018,419,05:18,25.607178,25.5975969463234,0.00958105367659456,
11/08/2018,420,05:22,25.387321,25.3787071170357,0.00861388296428345,
11/08/2018,421,05:33,25.000015,24.9915192648792,0.0084957351207855,
11/08/2018,422,05:37,24.902306,24.8937195020925,0.00858649790749055,
11/08/2018,423,05:48,24.815689,24.8073031787752,0.00838582122475628,
11/08/2018,424,05:56,24.898712,24.8912379137501,0.00747408624989632,
11/08/2018,425,06:03,25.059814,25.0517198237164,0.00809417628358844,
11/08/2018,426,06:07,25.210014,25.2030013023218,0.00701269767817791,
11/08/2018,427,06:18,25.719887,25.7133063250126,0.00658067498741843,
11/08/2018,428,06:22,25.987938,25.9812351834327,0.00670281656732641,
11/08/2018,429,06:33,26.768196,26.761889105237,0.00630689476300361,
11/08/2018,430,06:37,27.140942,27.1346789560281,0.00626304397191646,
11/08/2018,431,06:48,28.158695,28.152872233054,0.00582276694604644,
11/08/2018,432,06:56,29.061382,29.0563719869881,0.00501001301193682,
11/08/2018,433,07:03,29.837612,29.8331261309161,0.00448586908385806,
11/08/2018,434,07:07,30.375244,30.3707891201591,0.00445487984094584,
11/08/2018,435,07:18,31.761593,31.7575353011863,0.00405769881374951,
11/08/2018,436,07:22,32.364258,32.3602655529977,0.00399244700228962,
11/08/2018,437,07:33,33.891224,33.8876647599826,0.0035592400174238,
11/08/2018,438,07:48,36.18425,36.1818559262902,0.00239407370977318,
11/08/2018,439,08:03,38.602371,38.6003592418798,0.00201175812019017,
11/08/2018,440,08:12,40.095215,40.0930742032507,0.00214079674928058,
11/08/2018,441,08:18,41.132511,41.1306309124245,0.00188008757555025,
11/08/2018,442,08:22,41.88485,41.8841027344827,7.47265517325957E-4,
11/08/2018,443,08:49,46.59016,46.5899549586351,2.05041364885972E-4,
11/08/2018,444,08:57,48.049141,48.0487861878427,3.54812157262074E-4,
11/08/2018,445,09:03,49.164883,49.164768383697,1.14616303051207E-4,
11/08/2018,446,09:22,52.762611,52.7634440431199,-8.33043119882859E-4,
11/08/2018,447,10:18,63.311035,63.3139058298372,-0.00287082983722797,
11/08/2018,448,10:50,69.413658,69.4173595830504,-0.00370158305040036,
11/08/2018,449,11:50,80.704536,80.7102850764853,-0.00574907648528722,
11/08/2018,450,23:40,81.63063,81.6290151269831,0.00161487301687657,
11/08/2018,451,23:43,81.012543,81.0106296743342,0.00191332566578239,
11/08/2018,452,23:47,80.274857,80.2727255715391,0.00213142846092751,
11/08/2018,453,23:51,79.472557,79.4701897652295,0.00236723477050305,
11/08/2018,454,23:53,79.080925,79.0787749737922,0.0021500262078149,
12/08/2018,455,01:34,59.935814,59.9300976898502,0.00571631014977925,
12/08/2018,456,01:59,55.198971,55.1929198170004,0.00605118299963436,
12/08/2018,457,02:06,53.919582,53.9128702738848,0.00671172611514947,
12/08/2018,458,02:17,51.83268,51.8253611300305,0.00731886996952369,
12/08/2018,459,02:19,51.470329,51.46318160233,0.00714739766997496,
12/08/2018,460,02:33,48.973892,48.9670392224358,0.00685277756421243,
12/08/2018,461,02:37,48.145775,48.1385481141755,0.00722688582445841,
12/08/2018,462,02:48,46.244343,46.2368831943486,0.00745980565140769,
12/08/2018,463,02:56,44.813904,44.8063039359984,0.00760006400157209,
12/08/2018,464,03:03,43.580589,43.5722908288526,0.00829817114736642,
12/08/2018,465,03:48,36.076061,36.0665945110517,0.0094664889483056,
12/08/2018,466,03:56,34.776783,34.7676637396653,0.0091192603347281,
12/08/2018,467,04:03,33.819103,33.8099276055636,0.00917539443637594,
12/08/2018,468,04:07,33.165611,33.1564642797373,0.0091467202627129,
12/08/2018,469,04:18,31.731647,31.7222230980265,0.00942390197345944,
12/08/2018,470,04:22,31.141296,31.1315851589246,0.00971084107544939,
12/08/2018,471,04:33,29.847534,29.837474047543,0.0100599524570093,
12/08/2018,472,04:37,29.326923,29.3176852702131,0.00923772978691062,
12/08/2018,473,04:48,28.213814,28.2043653989137,0.00944860108630508,
12/08/2018,474,04:56,27.417728,27.4080707697399,0.00965723026007126,
12/08/2018,475,05:03,26.882553,26.8732255973355,0.00932740266445364,
12/08/2018,476,05:07,26.546028,26.5364798706764,0.00954812932358351,
12/08/2018,477,05:18,25.896301,25.8866980037032,0.00960299629679895,
12/08/2018,478,05:22,25.672668,25.6640072631465,0.00866073685351409,
12/08/2018,479,05:33,25.296539,25.2880366230031,0.00850237699694745,
12/08/2018,480,05:37,25.197098,25.1884824474277,0.00861555257226954,
12/08/2018,481,05:48,25.113937,25.1056621633813,0.00827483661866069,
12/08/2018,482,05:56,25.199066,25.1917143623976,0.00735163760239388,
12/08/2018,483,06:03,25.357262,25.3491705345571,0.00809146544293782,
12/08/2018,484,06:07,25.510864,25.5039007795926,0.00696322040736064,
12/08/2018,485,06:18,26.012611,26.005979453417,0.00663154658303,
12/08/2018,486,06:22,26.287128,26.2804909994857,0.0066370005143348,
12/08/2018,487,06:33,27.050339,27.0440679880306,0.00627101196938185,
12/08/2018,488,06:37,27.43335,27.4271123375778,0.00623766242224022,
12/08/2018,489,06:48,28.430466,28.4246274092397,0.0058385907603018,
12/08/2018,490,06:56,29.343742,29.3388258133139,0.0049161866860814,
12/08/2018,491,07:03,30.098076,30.0936930820146,0.0043829179853816,
12/08/2018,492,07:07,30.651131,30.6467815722938,0.00434942770619529,
12/08/2018,493,07:18,32.01313,32.009185298114,0.00394470188601304,
12/08/2018,494,07:22,32.631325,32.6273010508598,0.00402394914019055,
12/08/2018,495,07:33,34.130341,34.1264519274102,0.00388907258979998,
12/08/2018,496,07:37,34.802914,34.8002676933842,0.0026463066158513,
12/08/2018,497,07:48,36.413464,36.4109267832104,0.0025372167896407,
12/08/2018,498,08:03,38.82568,38.8235429374916,0.00213706250844581,
12/08/2018,499,08:07,39.575005,39.5729185121884,0.00208648781161003,
